Category,original fluid,new fluid,original lable,new Label,Short,Unit,Normal Range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD19,cluster of differentiation (CD) 19,CD19,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD19,cluster of differentiation (CD) 19,CD19,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD2,cluster of differentiation (CD) 2,CD2,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD2,cluster of differentiation (CD) 2,CD2,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD20,cluster of differentiation (CD) 20,CD20,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD20,cluster of differentiation (CD) 20,CD20,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD22,cluster of differentiation (CD) 22,CD22,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD22,cluster of differentiation (CD) 22,CD22,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD23,cluster of differentiation (CD) 23,CD23,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD23,cluster of differentiation (CD) 23,CD23,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD25,cluster of differentiation (CD) 25,CD25,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD25,cluster of differentiation (CD) 25,CD25,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD3,cluster of differentiation (CD) 3,CD3,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD33,cluster of differentiation (CD) 33,CD33,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD33,cluster of differentiation (CD) 33,CD33,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD34,cluster of differentiation (CD) 34,CD34,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD34,cluster of differentiation (CD) 34,CD34,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD38,cluster of differentiation (CD) 38,CD38,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD38,cluster of differentiation (CD) 38,CD38,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD4,cluster of differentiation (CD) 4,CD4,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD41,cluster of differentiation (CD) 41,CD41,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD41,cluster of differentiation (CD) 41,CD41,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD45,cluster of differentiation (CD) 45,CD45,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD45,cluster of differentiation (CD) 45,CD45,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD5,cluster of differentiation (CD) 5,CD5,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD5,cluster of differentiation (CD) 5,CD5,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD55,cluster of differentiation (CD) 55,CD55,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD55,cluster of differentiation (CD) 55,CD55,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD56,cluster of differentiation (CD) 56,CD56,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD56,cluster of differentiation (CD) 56,CD56,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD57,cluster of differentiation (CD) 57,CD57,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD57,cluster of differentiation (CD) 57,CD57,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD59,cluster of differentiation (CD) 59,CD59,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD59,cluster of differentiation (CD) 59,CD59,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD64,cluster of differentiation (CD) 64,CD64,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD64,cluster of differentiation (CD) 64,CD64,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD7,cluster of differentiation (CD) 7,CD7,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD7,cluster of differentiation (CD) 7,CD7,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,CD71,cluster of differentiation (CD) 71,CD71,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD71,cluster of differentiation (CD) 71,CD71,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,CD8,cluster of differentiation (CD) 8,CD8,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,FMC-7,Follicular Lymphoma Marker 7,FMC-7,Qualitative,no range
Hematology,Bone Marrow,Bone Marrow Sample analysis - White Blood Cells,FMC-7,Follicular Lymphoma Marker 7,FMC-7,Qualitative,no range
Chemistry,Stool,Stool sample analysis - whole,Norovirus Genogroup I,Norovirus Genogroup I,Norovirus Genogroup I,Qualitative,no range
Chemistry,Stool,Stool sample analysis - whole,Norovirus Genogroup II,Norovirus Genogroup II,Norovirus Genogroup II,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - Red Blood Cells,MacroOvalocytes,MacroOvalocytes,MacroOvalocytes,Qualitative,no range
Hematology,Blood,Peripheral Blood Sample analysis - Plasma,Reptilase Time Control,Reptilase Time Control,Reptilase Time Control,seconds (s),no range
Chemistry,Ascites,Ascite Sample analysis - Whole,"Lipase, Ascites",Lipase,Lipase,units per liter (U/L),no range
Hematology,Blood,Peripheral Blood Sample analysis - Plasma,Heparin,Heparin,Heparin,international units per milliliter (IU/mL),no range (medication administered)
Hematology,Blood,Peripheral Blood Sample analysis - Plasma,"Heparin, LMW","Heparin, Low Molecular Weight (LMW)","Heparin, LMW",international units per milliliter (IU/mL),no range (medication administered)
Hematology,Blood,Peripheral Blood Sample analysis - Hemoglobin,"G6PD, Qualitative","Glucose-6-Phosphate Dehydrogenase, Qualitative","G6PD, Qualitative",Qualitative,Normal activity or presence of G6PD enzyme in hemoglobin
Hematology,Blood,Lab Test,Sickle Cell Preparation,Sickle Cell Preparation,Sickle Cell Preparation,,"Normal range: Absence, Abnormal range: Presence"
Hematology,Blood,Peripheral Blood Sample analysis - Red Blood Cells,Hypochromia,Hypochromia,Hypochromia,percentage or scale,"normal: close to 0% of RBC
normal scale: 0 or 1+

abnormal: 1-2% of RBC
abnormal scale: 2+: Mild hypochromia.
abnormal scale: 3+: Moderate hypochromia.
abnormal scale: 4+: Severe hypochromia"
Chemistry,Stool,Lab Test,C Diff Toxin Antigen Assay,Clostridioides difficile Toxin Antigen Assay,C Diff Toxin Antigen Assay,,"Normal: Negative, Abnormal: Positive"
Chemistry,Stool,Lab Test,C. diff PCR,Clostridioides difficile polymerase chain reaction,C. diff PCR,,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,Influenza A by PCR,Influenza A by polymerase chain reaction,Influenza A by PCR,,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,"Influenza A, Rapid Antigen","Influenza A, Rapid Antigen","Influenza A, Rapid Antigen",,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,Influenza B by PCR,Influenza B by polymerase chain reaction,Influenza B by PCR,,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,"Influenza B, Rapid Antigen","Influenza B, Rapid Antigen","Influenza B, Rapid Antigen",,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,MRSA PCR,Methicillin-Resistant Staphylococcus aureus Polymerase Chain Reaction,MRSA PCR,,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,Staph aureus PCR,Staph aureus polymerase chain reaction,Staph aureus PCR,,"Normal: Negative, Abnormal: Positive"
Chemistry,Other Body Fluid,Lab Test,"Strep A, Rapid Antigen","Strep A, Rapid Antigen","Strep A, Rapid Antigen",,"Normal: Negative, Abnormal: Positive"
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,"Anti-Gliadin Antibody, IgA",Immunoglobulin A (IgA) Anti-Gliadin (Anti-G) Antibodies (Ab),IgA AG Anti-G Ab,international units per milliliter (IU/mL),often around 20 units
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Anti-DGP (IgA/IgG),Immunoglobulin A (IgA) and Immunoglobulin G (IgG) Anti-Gliadin Deamidated Peptide (Anti-GDP) Antibodies (Ab),IgA/IgG Anti-DGP Ab,units per milliliter (U/mL),often around 20 units
Hematology,Urine,urine sample (random) Urinalysis,Urine Color,Color,Color,Qualitative,Pale yellow to amber
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Gentamicin,Gentamicin,Gentamicin,micrograms per milliliter (μg/mL),"Peak levels : 5-10 µg/mL 
Trough levels : Less than 2 µg/mL"
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Hepatitis A Virus Antibody,Hepatitis A Virus (HAV) Immunoglobulin M (IgM) Antibody (Ab),HAV Ab,positive/negative,Positive
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Hepatitis B Surface Antibody,Hepatitis B Surface Antibody (Ab),Hepatitis B Surface Ab,positive/negative,Positive
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Hepatitis B Virus Core Antibody,Hepatitis B Virus (HBV)  Core Antibody (Ab),HBV Core Ab,positive/negative,Positive
Chemistry,Blood,Peripheral Blood Sample analysis - Whole,Mumps IgG Ab,Mumps Immunoglobulin G (IgG) Antibody (Ab),Mumps IgG Ab,International units per milliliter (IU/mL),Presence
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Mumps IgG Ab Value,Mumps Immunoglobulin G (IgG) Antibody (Ab),Mumps IgG Ab,International units per milliliter (IU/mL),Presence
Hematology,Urine,urine sample (random) Microscopic Examination,Amorphous Crystals,Amorphous Crystals,Amorphous Crystals,low power field (LPF) or high power field (HPF),small amount
Hematology,Urine,urine sample (random) Microscopic Examination,Ammonium Biurate,Ammonium Biurate,Ammonium Biurate,low power field (LPF) or high power field (HPF),small amount crystals
Hematology,Blood,Peripheral Blood Sample analysis - Whole,Polychromasia,Polychromasia,Polychromasia,Qualitative,small amounts
Chemistry,Blood,Peripheral Blood Sample analysis - Plasma,Human Chorionic Gonadotropin,Human Chorionic Gonadotropin,Human Chorionic Gonadotropin,milli-International Units per milliliter (mIU/mL),"Varies depending on the stage of pregnancy:
1-2 weeks after conception: 25-100 mIU/mL
3-4 weeks after conception: 100-2,000 mIU/mL
5-6 weeks after conception: 1,000-50,000 mIU/mL
7-8 weeks after conception: 7,650-229,000 mIU/mL"
Hematology,Blood,Peripheral Blood Sample analysis - White Blood Cells,Atypical Lymphocytes,Atypical Lymphocytes,Atypical Lymphocytes,percentage,very small
Blood_GAS,Blood,Respiratory Support,O2 Flow,Oxygen Flow,Oxygen Flow,liters per minute (L/min),
Hematology,Blood,delete,ADP,,,,
Chemistry,Other Body Fluid,delete,Anat Path Hold,,,,
Blood_GAS,Blood,Respiratory Support,Assist/Control,Assist/Control,Assist/Control,,
Hematology,Ascites,delete,Blasts,,,,
Chemistry,Blood,delete,Blue Top Hold,,,,
Chemistry,Blood,delete,Blue Top Hold Frozen,,,,
Hematology,Other Body Fluid,delete,CD 1a,,,,
Hematology,Other Body Fluid,delete,CD10,,,,
Hematology,Other Body Fluid,delete,CD103,,,,
Hematology,Other Body Fluid,delete,CD117,,,,
Hematology,Other Body Fluid,delete,CD11c,,,,
Hematology,Other Body Fluid,delete,CD13,,,,
Hematology,Other Body Fluid,delete,CD138,,,,
Hematology,Other Body Fluid,delete,CD14,,,,
Hematology,Other Body Fluid,delete,CD15,,,,
Hematology,Other Body Fluid,delete,CD16,,,,
Hematology,Other Body Fluid,delete,CD16/56,,,,
Hematology,Other Body Fluid,delete,CD19,,,,
Hematology,Other Body Fluid,delete,CD2,,,,
Hematology,Other Body Fluid,delete,CD20,,,,
Hematology,Other Body Fluid,delete,CD22,,,,
Hematology,Other Body Fluid,delete,CD23,,,,
Hematology,Other Body Fluid,delete,CD25,,,,
Hematology,Other Body Fluid,delete,CD3,,,,
Hematology,Other Body Fluid,delete,CD33,,,,
Hematology,Other Body Fluid,delete,CD34,,,,
Hematology,Other Body Fluid,delete,CD38,,,,
Hematology,Other Body Fluid,delete,CD4,,,,
Hematology,Other Body Fluid,delete,CD4/CD8 Ratio,,,,
Hematology,Other Body Fluid,delete,CD41,,,,
Hematology,Other Body Fluid,delete,CD45,,,,
Hematology,Other Body Fluid,delete,CD5,,,,
Hematology,Other Body Fluid,delete,CD56,,,,
Hematology,Other Body Fluid,delete,CD57,,,,
Hematology,Other Body Fluid,delete,CD64,,,,
Hematology,Other Body Fluid,delete,CD7,,,,
Hematology,Other Body Fluid,delete,CD71,,,,
Hematology,Other Body Fluid,delete,CD8,,,,
Chemistry,Stool,delete,CDT027,,,,
Chemistry,Blood,delete,CMV Interpretation,,,,
Chemistry,Blood,delete,EDTA Hold,,,,
Chemistry,Blood,delete,Epstein-Barr Virus Interpretation,,,,
Hematology,Other Body Fluid,delete,FMC-7,,,,
Hematology,Other Body Fluid,delete,Glyco A,,,,
Chemistry,Blood,delete,Gray Top Hold (plasma),,,,
Chemistry,Blood,delete,Green Top Hold (plasma),,,,
Chemistry,Blood,delete,H,,,,
Hematology,Blood,delete,H/O Smear,,,,
Hematology,Other Body Fluid,delete,HLA-DR,,,,
Chemistry,Blood,delete,HPE1,,,,
Chemistry,Blood,delete,HPE2,,,,
Chemistry,Blood,delete,HPE3,,,,
Chemistry,Blood,delete,HPE4,,,,
Chemistry,Blood,delete,HPE5,,,,
Chemistry,Blood,delete,HPE6,,,,
Chemistry,Blood,delete,HPE7,,,,
Chemistry,Blood,delete,HPE8,,,,
Chemistry,Blood,delete,HPE9,,,,
Chemistry,Blood,delete,I,,,,
Hematology,Blood,delete,Immunophenotyping,,,,
Hematology,Bone Marrow,delete,Immunophenotyping,,,,
Hematology,Cerebrospinal Fluid,delete,Immunophenotyping,,,,
Hematology,Other Body Fluid,delete,Immunophenotyping,,,,
Hematology,Blood,delete,Inpatient Hematology/Oncology Smear,,,,
Blood_GAS,Blood,Respiratory Support,Intubated,Intubated,Intubated,,
Hematology,Other Body Fluid,delete,Kappa,,,,
Chemistry,Blood,delete,L,,,,
Hematology,Other Body Fluid,delete,Lambda,,,,
Chemistry,Urine,delete,Length of Urine Collection,,,,
Chemistry,Blood,delete,Light Green Top Hold,,,,
Chemistry,Ascites,delete,"Miscellaneous, Ascites",,,,
Chemistry,Other Body Fluid,delete,"Miscellaneous, Body Fluid",,,,
Chemistry,Cerebrospinal Fluid,delete,"Miscellaneous, CSF",,,,
Chemistry,Pleural,delete,"Miscellaneous, Pleural",,,,
Hematology,Ascites,delete,Other,,,,
Hematology,Cerebrospinal Fluid,delete,Other,,,,
Hematology,Joint Fluid,delete,Other,,,,
Hematology,Pleural,delete,Other,,,,
Hematology,Blood,delete,Other Cells,,,,
Chemistry,Other Body Fluid,delete,PAN1,,,,
Chemistry,Urine,delete,PAN1,,,,
Chemistry,Other Body Fluid,delete,PAN2,,,,
Chemistry,Urine,delete,PAN2,,,,
Chemistry,Blood,delete,PAN3,,,,
Blood_GAS,Blood,Respiratory Support,PEEP,Positive End-Expiratory Pressure,PEEP,,
Chemistry,Cerebrospinal Fluid,delete,"PEP, CSF",,,,
Chemistry,Blood,delete,Problem Specimen,,,,
Chemistry,Blood,delete,Protein Electrophoresis,,,,
Chemistry,Blood,delete,Red Top Hold,,,,
Blood_GAS,Blood,delete,Required O2,,,,
Chemistry,Blood,delete,RFXLDLM,,,,
Hematology,Urine,delete,RFXUCU,,,,
Hematology,Blood,delete,Ristocetin,,,,
Blood_GAS,Blood,delete,Specimen Type,,,,
Chemistry,Blood,delete,STX1,,,,
Chemistry,Blood,delete,STX2,,,,
Chemistry,Blood,delete,STX3,,,,
Chemistry,Blood,delete,STX4,,,,
Chemistry,Blood,delete,STX5,,,,
Chemistry,Blood,delete,STX6,,,,
Hematology,Blood,delete,TdT,,,,
Hematology,Bone Marrow,delete,TdT,,,,
Hematology,Other Body Fluid,delete,TdT,,,,
Chemistry,Urine,delete,Total Collection Time,,,,
Hematology,Urine,delete,UCU1,,,,
Hematology,Urine,delete,UCU2,,,,
Chemistry,Urine,delete,Uhold,,,,
Hematology,Urine,delete,Urine Comments,,,,
Hematology,Urine,delete,Urine Specimen Type,,,,
Chemistry,Urine,delete,"Urine tube, held",,,,
Chemistry,Urine,delete,Urine Volume,,,,
Chemistry,Urine,delete,"Urine Volume, Total",,,,
Chemistry,Urine,delete,UTX1,,,,
Chemistry,Urine,delete,UTX10,,,,
Chemistry,Urine,delete,UTX2,,,,
Chemistry,Urine,delete,UTX3,,,,
Chemistry,Urine,delete,UTX4,,,,
Chemistry,Urine,delete,UTX5,,,,
Chemistry,Urine,delete,UTX6,,,,
Chemistry,Urine,delete,UTX7,,,,
Chemistry,Urine,delete,UTX9,,,,
Blood_GAS,Blood,delete,Ventilator,,,,
Chemistry,Ascites,delete,Voided Specimen,,,,
Hematology,Ascites,delete,Voided Specimen,,,,
Blood_GAS,Blood,delete,Voided Specimen,,,,
Chemistry,Blood,delete,Voided Specimen,,,,
Hematology,Blood,delete,Voided Specimen,,,,
Chemistry,Cerebrospinal Fluid,delete,Voided Specimen,,,,
Hematology,Cerebrospinal Fluid,delete,Voided Specimen,,,,
Chemistry,Joint Fluid,delete,Voided Specimen,,,,
Hematology,Joint Fluid,delete,Voided Specimen,,,,
Blood_GAS,Other Body Fluid,delete,Voided Specimen,,,,
Chemistry,Other Body Fluid,delete,Voided Specimen,,,,
Hematology,Other Body Fluid,delete,Voided Specimen,,,,
Chemistry,Pleural,delete,Voided Specimen,,,,
Hematology,Pleural,delete,Voided Specimen,,,,
Chemistry,Stool,delete,Voided Specimen,,,,
Hematology,Stool,delete,Voided Specimen,,,,
Chemistry,Urine,delete,Voided Specimen,,,,
Hematology,Urine,delete,Voided Specimen,,,,
Hematology,Bone Marrow,delete,Wright Giemsa,,,,
Hematology,Urine,delete,XUCU,,,,
