icd_verstion,icd_code,long_title,ICD9_Code,ICD10,ICD10_Root,ICD10_Root_title
10,M5432,"Sciatica, left side",,M54.32,M54,Dorsalgia
10,M5440,"Lumbago with sciatica, unspecified side",,M54.40,M54,Dorsalgia
10,M5441,"Lumbago with sciatica, right side",,M54.41,M54,Dorsalgia
10,M5442,"Lumbago with sciatica, left side",,M54.42,M54,Dorsalgia
10,M5481,Occipital neuralgia,,M54.81,M54,Dorsalgia
10,M5489,Other dorsalgia,,M54.89,M54,Dorsalgia
10,O151,Eclampsia complicating labor,,O15.1,O15,Eclampsia
10,O152,Eclampsia complicating the puerperium,,O15.2,O15,Eclampsia
9,64261,"Eclampsia, delivered, with or without mention of antepartum condition",642.61,O15.02,O15,Eclampsia
9,64262,"Eclampsia, delivered, with mention of postpartum complication",642.62,O15.2,O15,Eclampsia
9,64263,"Eclampsia, antepartum condition or complication",642.63,O15.02,O15,Eclampsia
9,64264,"Eclampsia, postpartum condition or complication",642.64,O15.2,O15,Eclampsia
10,O1503,"Eclampsia complicating pregnancy, third trimester",,O15.03,O15,Eclampsia
9,4920,Emphysematous bleb,492.0,J43.9,J43,Emphysema
9,4928,Other emphysema,492.8,J43.9,J43,Emphysema
10,J430,Unilateral pulmonary emphysema [MacLeod's syndrome],,J43.0,J43,Emphysema
10,J431,Panlobular emphysema,,J43.1,J43,Emphysema
10,J432,Centrilobular emphysema,,J43.2,J43,Emphysema
10,J438,Other emphysema,,J43.8,J43,Emphysema
10,J439,"Emphysema, unspecified",,J43.9,J43,Emphysema
10,R12,Heartburn,,R12,R12,Heartburn
9,7871,Heartburn,787.1,R12,R12,Heartburn
9,5997,Hematuria,599.7,R31,R31,Hematuria
10,R310,Gross hematuria,,R31.0,R31,Hematuria
10,R311,Benign essential microscopic hematuria,,R31.1,R31,Hematuria
10,R312,Other microscopic hematuria,,R31.2,R31,Hematuria
10,R319,"Hematuria, unspecified",,R31.9,R31,Hematuria
9,59970,"Hematuria, unspecified",599.70,R31.9,R31,Hematuria
9,59971,Gross hematuria,599.71,R31.0,R31,Hematuria
9,59972,Microscopic hematuria,599.72,R31.1,R31,Hematuria
10,R3121,Asymptomatic microscopic hematuria,,R31.21,R31,Hematuria
10,R3129,Other microscopic hematuria,,R31.29,R31,Hematuria
9,3708,Other forms of keratitis,370.8,H16.8,H16,Keratitis
9,3709,Unspecified keratitis,370.9,H16.9,H16,Keratitis
10,H168,Other keratitis,,H16.8,H16,Keratitis
10,H169,Unspecified keratitis,,H16.9,H16,Keratitis
9,37000,"Corneal ulcer, unspecified",370.00,H16.009,H16,Keratitis
9,37001,Marginal corneal ulcer,370.01,H16.049,H16,Keratitis
9,37004,Hypopyon ulcer,370.04,H16.039,H16,Keratitis
9,37005,Mycotic corneal ulcer,370.05,H16.069,H16,Keratitis
9,37006,Perforated corneal ulcer,370.06,H16.079,H16,Keratitis
9,37021,Punctate keratitis,370.21,H16.149,H16,Keratitis
9,37023,Filamentary keratitis,370.23,H16.129,H16,Keratitis
9,37024,Photokeratitis,370.24,H16.139,H16,Keratitis
9,37033,"Keratoconjunctivitis sicca, not specified as Sjogren's",370.33,H16.229,H16,Keratitis
9,37034,Exposure keratoconjunctivitis,370.34,H16.219,H16,Keratitis
9,37040,"Keratoconjunctivitis, unspecified",370.40,H16.209,H16,Keratitis
9,37049,Other keratoconjunctivitis,370.49,H16.299,H16,Keratitis
9,37052,Diffuse interstitial keratitis,370.52,H16.329,H16,Keratitis
9,37062,Pannus (corneal),370.62,H16.429,H16,Keratitis
10,H16001,"Unspecified corneal ulcer, right eye",,H16.001,H16,Keratitis
10,H16002,"Unspecified corneal ulcer, left eye",,H16.002,H16,Keratitis
10,H16003,"Unspecified corneal ulcer, bilateral",,H16.003,H16,Keratitis
10,H16009,"Unspecified corneal ulcer, unspecified eye",,H16.009,H16,Keratitis
10,H16012,"Central corneal ulcer, left eye",,H16.012,H16,Keratitis
10,H16031,"Corneal ulcer with hypopyon, right eye",,H16.031,H16,Keratitis
10,H16071,"Perforated corneal ulcer, right eye",,H16.071,H16,Keratitis
10,H16072,"Perforated corneal ulcer, left eye",,H16.072,H16,Keratitis
10,H16102,"Unspecified superficial keratitis, left eye",,H16.102,H16,Keratitis
10,H16103,"Unspecified superficial keratitis, bilateral",,H16.103,H16,Keratitis
10,H16122,"Filamentary keratitis, left eye",,H16.122,H16,Keratitis
10,H16129,"Filamentary keratitis, unspecified eye",,H16.129,H16,Keratitis
10,H16142,"Punctate keratitis, left eye",,H16.142,H16,Keratitis
10,H16202,"Unspecified keratoconjunctivitis, left eye",,H16.202,H16,Keratitis
10,H16203,"Unspecified keratoconjunctivitis, bilateral",,H16.203,H16,Keratitis
10,H16209,"Unspecified keratoconjunctivitis, unspecified eye",,H16.209,H16,Keratitis
10,H16213,"Exposure keratoconjunctivitis, bilateral",,H16.213,H16,Keratitis
10,H16221,"Keratoconjunctivitis sicca, not specified as Sjogren's, right eye",,H16.221,H16,Keratitis
10,H16222,"Keratoconjunctivitis sicca, not specified as Sjogren's, left eye",,H16.222,H16,Keratitis
10,H16229,"Keratoconjunctivitis sicca, not specified as Sjogren's, unspecified eye",,H16.229,H16,Keratitis
10,H16231,"Neurotrophic keratoconjunctivitis, right eye",,H16.231,H16,Keratitis
10,H16292,"Other keratoconjunctivitis, left eye",,H16.292,H16,Keratitis
10,H16299,"Other keratoconjunctivitis, unspecified eye",,H16.299,H16,Keratitis
10,H16392,"Other interstitial and deep keratitis, left eye",,H16.392,H16,Keratitis
10,H16429,"Pannus (corneal), unspecified eye",,H16.429,H16,Keratitis
9,6944,Pemphigus,694.4,L10.0,L10,Pemphigus
10,L100,Pemphigus vulgaris,,L10.0,L10,Pemphigus
10,L102,Pemphigus foliaceous,,L10.2,L10,Pemphigus
10,L103,Brazilian pemphigus [fogo selvagem],,L10.3,L10,Pemphigus
10,L104,Pemphigus erythematosus,,L10.4,L10,Pemphigus
10,L109,"Pemphigus, unspecified",,L10.9,L10,Pemphigus
10,L1081,Paraneoplastic pemphigus,,L10.81,L10,Pemphigus
10,L1089,Other pemphigus,,L10.89,L10,Pemphigus
9,6960,Psoriatic arthropathy,696.0,L40.54,L40,Psoriasis
9,6961,Other psoriasis,696.1,L40.0,L40,Psoriasis
10,L400,Psoriasis vulgaris,,L40.0,L40,Psoriasis
10,L401,Generalized pustular psoriasis,,L40.1,L40,Psoriasis
10,L403,Pustulosis palmaris et plantaris,,L40.3,L40,Psoriasis
10,L404,Guttate psoriasis,,L40.4,L40,Psoriasis
10,L408,Other psoriasis,,L40.8,L40,Psoriasis
10,L409,"Psoriasis, unspecified",,L40.9,L40,Psoriasis
10,L4050,"Arthropathic psoriasis, unspecified",,L40.50,L40,Psoriasis
10,L4051,Distal interphalangeal psoriatic arthropathy,,L40.51,L40,Psoriasis
10,L4052,Psoriatic arthritis mutilans,,L40.52,L40,Psoriasis
10,L4054,Psoriatic juvenile arthropathy,,L40.54,L40,Psoriasis
10,L4059,Other psoriatic arthropathy,,L40.59,L40,Psoriasis
9,5100,Empyema with fistula,510.0,J86.0,J86,Pyothorax
9,5109,Empyema without mention of fistula,510.9,J86.9,J86,Pyothorax
9,5110,Pleurisy without mention of effusion or current tuberculosis,511.0,J86.9,J86,Pyothorax
10,J860,Pyothorax with fistula,,J86.0,J86,Pyothorax
10,J869,Pyothorax without fistula,,J86.9,J86,Pyothorax
9,53084,Tracheoesophageal fistula,530.84,J86.0,J86,Pyothorax
10,M419,"Scoliosis, unspecified",,M41.9,M41,Scoliosis
9,73730,"Scoliosis [and kyphoscoliosis], idiopathic",737.30,M41.20,M41,Scoliosis
9,73732,Progressive infantile idiopathic scoliosis,737.32,M41.00,M41,Scoliosis
9,73734,Thoracogenic scoliosis,737.34,M41.30,M41,Scoliosis
9,73739,Other kyphoscoliosis and scoliosis,737.39,M41.80,M41,Scoliosis
9,73743,Scoliosis associated with other conditions,737.43,M41.40,M41,Scoliosis
10,M4120,"Other idiopathic scoliosis, site unspecified",,M41.20,M41,Scoliosis
10,M4124,"Other idiopathic scoliosis, thoracic region",,M41.24,M41,Scoliosis
10,M4126,"Other idiopathic scoliosis, lumbar region",,M41.26,M41,Scoliosis
10,M4134,"Thoracogenic scoliosis, thoracic region",,M41.34,M41,Scoliosis
10,M4135,"Thoracogenic scoliosis, thoracolumbar region",,M41.35,M41,Scoliosis
10,M4140,"Neuromuscular scoliosis, site unspecified",,M41.40,M41,Scoliosis
10,M4150,"Other secondary scoliosis, site unspecified",,M41.50,M41,Scoliosis
10,M4152,"Other secondary scoliosis, cervical region",,M41.52,M41,Scoliosis
10,M4156,"Other secondary scoliosis, lumbar region",,M41.56,M41,Scoliosis
10,M4180,"Other forms of scoliosis, site unspecified",,M41.80,M41,Scoliosis
10,M4182,"Other forms of scoliosis, cervical region",,M41.82,M41,Scoliosis
10,M4183,"Other forms of scoliosis, cervicothoracic region",,M41.83,M41,Scoliosis
10,M4184,"Other forms of scoliosis, thoracic region",,M41.84,M41,Scoliosis
10,M4185,"Other forms of scoliosis, thoracolumbar region",,M41.85,M41,Scoliosis
10,M4186,"Other forms of scoliosis, lumbar region",,M41.86,M41,Scoliosis
10,M4187,"Other forms of scoliosis, lumbosacral region",,M41.87,M41,Scoliosis
10,M41124,"Adolescent idiopathic scoliosis, thoracic region",,M41.124,M41,Scoliosis
10,M41127,"Adolescent idiopathic scoliosis, lumbosacral region",,M41.127,M41,Scoliosis
10,M41129,"Adolescent idiopathic scoliosis, site unspecified",,M41.129,M41,Scoliosis
9,E9991,Late effect of injury due to terrorism,E999.1,Y38.0X2S,Y38,Terrorism
10,Y382X2S,"Terrorism involving other explosions and fragments, civilian injured, sequela",,Y38.2X2S,Y38,Terrorism
9,0218,Other specified tularemia,021.8,A21.7,A21,Tularemia
10,A210,Ulceroglandular tularemia,,A21.0,A21,Tularemia
10,A219,"Tularemia, unspecified",,A21.9,A21,Tularemia
9,7080,Allergic urticaria,708.0,L50.0,L50,Urticaria
9,7081,Idiopathic urticaria,708.1,L50.1,L50,Urticaria
9,7082,Urticaria due to cold and heat,708.2,L50.2,L50,Urticaria
9,7083,Dermatographic urticaria,708.3,L50.3,L50,Urticaria
9,7088,Other specified urticaria,708.8,L50.6,L50,Urticaria
9,7089,"Urticaria, unspecified",708.9,L50.9,L50,Urticaria
10,L500,Allergic urticaria,,L50.0,L50,Urticaria
10,L501,Idiopathic urticaria,,L50.1,L50,Urticaria
10,L502,Urticaria due to cold and heat,,L50.2,L50,Urticaria
10,L503,Dermatographic urticaria,,L50.3,L50,Urticaria
10,L508,Other urticaria,,L50.8,L50,Urticaria
10,L509,"Urticaria, unspecified",,L50.9,L50,Urticaria
10,Z6711,"Type A blood, Rh negative",,Z67.11,Z67,Blood type
10,Z6720,"Type B blood, Rh positive",,Z67.20,Z67,Blood type
10,Z6721,"Type B blood, Rh negative",,Z67.21,Z67,Blood type
10,Z6731,"Type AB blood, Rh negative",,Z67.31,Z67,Blood type
10,Z6740,"Type O blood, Rh positive",,Z67.40,Z67,Blood type
10,Z6741,"Type O blood, Rh negative",,Z67.41,Z67,Blood type
10,Z6791,"Unspecified blood type, Rh negative",,Z67.91,Z67,Blood type
9,0329,"Diphtheria, unspecified",032.9,A36.9,A36,Diphtheria
10,A363,Cutaneous diphtheria,,A36.3,A36,Diphtheria
10,A369,"Diphtheria, unspecified",,A36.9,A36,Diphtheria
9,03284,Diphtheritic cystitis,032.84,A36.85,A36,Diphtheria
9,03285,Cutaneous diphtheria,032.85,A36.3,A36,Diphtheria
9,03289,Other specified diphtheria,032.89,A36.82,A36,Diphtheria
9,E9090,Earthquakes,E909.0,X34.XXXA,X34,Earthquake
9,035,Erysipelas,035,A46,A46,Erysipelas
10,A46,Erysipelas,,A46,A46,Erysipelas
9,1251,Malayan filariasis,125.1,B74.1,B74,Filariasis
9,1254,Dipetalonemiasis,125.4,B74.8,B74,Filariasis
10,R81,Glycosuria,,R81,R81,Glycosuria
9,7915,Glycosuria,791.5,R81,R81,Glycosuria
10,O630,Prolonged first stage (of labor),,O63.0,O63,Long labor
10,O631,Prolonged second stage (of labor),,O63.1,O63,Long labor
10,O632,"Delayed delivery of second twin, triplet, etc.",,O63.2,O63,Long labor
10,O639,"Long labor, unspecified",,O63.9,O63,Long labor
9,66201,"Prolonged first stage of labor, delivered, with or without mention of antepartum condition",662.01,O63.0,O63,Long labor
9,66211,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition",662.11,O63.9,O63,Long labor
9,66221,"Prolonged second stage of labor, delivered, with or without mention of antepartum condition",662.21,O63.1,O63,Long labor
9,6945,Pemphigoid,694.5,L12.0,L12,Pemphigoid
10,L120,Bullous pemphigoid,,L12.0,L12,Pemphigoid
10,L128,Other pemphigoid,,L12.8,L12,Pemphigoid
10,L129,"Pemphigoid, unspecified",,L12.9,L12,Pemphigoid
9,69460,Benign mucous membrane pemphigoid without mention of ocular involvement,694.60,L12.1,L12,Pemphigoid
9,69461,Benign mucous membrane pemphigoid with ocular involvement,694.61,L12.1,L12,Pemphigoid
10,L1230,"Acquired epidermolysis bullosa, unspecified",,L12.30,L12,Pemphigoid
10,L1235,Other acquired epidermolysis bullosa,,L12.35,L12,Pemphigoid
10,Q709,"Syndactyly, unspecified",,Q70.9,Q70,Syndactyly
9,75511,Syndactyly of fingers without fusion of bone,755.11,Q70.10,Q70,Syndactyly
9,75513,Syndactyly of toes without fusion of bone,755.13,Q70.30,Q70,Syndactyly
10,E850,Non-neuropathic heredofamilial amyloidosis,,E85.0,E85,Amyloidosis
10,E851,Neuropathic heredofamilial amyloidosis,,E85.1,E85,Amyloidosis
9,E851,Neuropathic heredofamilial amyloidosis,,E85.1,E85,Amyloidosis
10,E852,"Heredofamilial amyloidosis, unspecified",,E85.2,E85,Amyloidosis
10,E853,Secondary systemic amyloidosis,,E85.3,E85,Amyloidosis
10,E854,Organ-limited amyloidosis,,E85.4,E85,Amyloidosis
10,E858,Other amyloidosis,,E85.8,E85,Amyloidosis
10,E859,"Amyloidosis, unspecified",,E85.9,E85,Amyloidosis
9,27730,"Amyloidosis, unspecified",277.30,E85.9,E85,Amyloidosis
9,27731,Familial Mediterranean fever,277.31,E85.0,E85,Amyloidosis
9,27739,Other amyloidosis,277.39,E85.1,E85,Amyloidosis
9,E8581,Light chain (AL) amyloidosis,,E85.81,E85,Amyloidosis
10,E8581,Light chain (AL) amyloidosis,,E85.81,E85,Amyloidosis
10,E8582,Wild-type transthyretin-related (ATTR) amyloidosis,,E85.82,E85,Amyloidosis
9,E8582,Wild-type transthyretin-related (ATTR) amyloidosis,,E85.82,E85,Amyloidosis
9,E8589,Other amyloidosis,277.39,E85.1,E85,Amyloidosis
10,E8589,Other amyloidosis,,E85.89,E85,Amyloidosis
9,0239,"Brucellosis, unspecified",023.9,A23.9,A23,Brucellosis
9,1120,Candidiasis of mouth,112.0,B37.0,B37,Candidiasis
9,1121,Candidiasis of vulva and vagina,112.1,B37.3,B37,Candidiasis
9,1122,Candidiasis of other urogenital sites,112.2,B37.42,B37,Candidiasis
9,1123,Candidiasis of skin and nails,112.3,B37.2,B37,Candidiasis
9,1124,Candidiasis of lung,112.4,B37.1,B37,Candidiasis
9,1125,Disseminated candidiasis,112.5,B37.7,B37,Candidiasis
9,1129,Candidiasis of unspecified site,112.9,B37.9,B37,Candidiasis
10,B370,Candidal stomatitis,,B37.0,B37,Candidiasis
10,B371,Pulmonary candidiasis,,B37.1,B37,Candidiasis
10,B372,Candidiasis of skin and nail,,B37.2,B37,Candidiasis
10,B373,Candidiasis of vulva and vagina,,B37.3,B37,Candidiasis
10,B376,Candidal endocarditis,,B37.6,B37,Candidiasis
10,B377,Candidal sepsis,,B37.7,B37,Candidiasis
10,B379,"Candidiasis, unspecified",,B37.9,B37,Candidiasis
9,11281,Candidal endocarditis,112.81,B37.6,B37,Candidiasis
9,11283,Candidal meningitis,112.83,B37.5,B37,Candidiasis
9,11284,Candidal esophagitis,112.84,B37.81,B37,Candidiasis
9,11285,Candidal enteritis,112.85,B37.82,B37,Candidiasis
9,11289,Other candidiasis of other specified sites,112.89,B37.89,B37,Candidiasis
10,B3741,Candidal cystitis and urethritis,,B37.41,B37,Candidiasis
10,B3742,Candidal balanitis,,B37.42,B37,Candidiasis
10,B3749,Other urogenital candidiasis,,B37.49,B37,Candidiasis
10,B3781,Candidal esophagitis,,B37.81,B37,Candidiasis
10,B3783,Candidal cheilitis,,B37.83,B37,Candidiasis
10,B3789,Other sites of candidiasis,,B37.89,B37,Candidiasis
10,A260,Cutaneous erysipeloid,,A26.0,A26,Erysipeloid
10,K200,Eosinophilic esophagitis,,K20.0,K20,Esophagitis
10,K208,Other esophagitis,,K20.8,K20,Esophagitis
10,K209,"Esophagitis, unspecified",,K20.9,K20,Esophagitis
9,53010,"Esophagitis, unspecified",530.10,K20.9,K20,Esophagitis
9,53012,Acute esophagitis,530.12,K20.9,K20,Esophagitis
9,53013,Eosinophilic esophagitis,530.13,K20.0,K20,Esophagitis
9,53019,Other esophagitis,530.19,K20.8,K20,Esophagitis
10,O471,False labor at or after 37 completed weeks of gestation,,O47.1,O47,False labor
10,O479,"False labor, unspecified",,O47.9,O47,False labor
9,64413,"Other threatened labor, antepartum condition or complication",644.13,O47.02,O47,False labor
10,O4702,"False labor before 37 completed weeks of gestation, second trimester",,O47.02,O47,False labor
10,O4703,"False labor before 37 completed weeks of gestation, third trimester",,O47.03,O47,False labor
10,Q541,"Hypospadias, penile",,Q54.1,Q54,Hypospadias
10,Q548,Other hypospadias,,Q54.8,Q54,Hypospadias
10,Q549,"Hypospadias, unspecified",,Q54.9,Q54,Hypospadias
9,75261,Hypospadias,752.61,Q54.9,Q54,Hypospadias
9,4580,Orthostatic hypotension,458.0,I95.1,I95,Hypotension
9,4581,Chronic hypotension,458.1,I95.89,I95,Hypotension
9,4588,Other specified hypotension,458.8,I95.89,I95,Hypotension
9,4589,"Hypotension, unspecified",458.9,I95.9,I95,Hypotension
10,I950,Idiopathic hypotension,,I95.0,I95,Hypotension
10,I951,Orthostatic hypotension,,I95.1,I95,Hypotension
10,I952,Hypotension due to drugs,,I95.2,I95,Hypotension
10,I953,Hypotension of hemodialysis,,I95.3,I95,Hypotension
10,I959,"Hypotension, unspecified",,I95.9,I95,Hypotension
9,45821,Hypotension of hemodialysis,458.21,I95.3,I95,Hypotension
9,45829,Other iatrogenic hypotension,458.29,I95.2,I95,Hypotension
10,I9581,Postprocedural hypotension,,I95.81,I95,Hypotension
10,I9589,Other hypotension,,I95.89,I95,Hypotension
9,9916,Hypothermia,991.6,T68.XXXA,T68,Hypothermia
10,T68XXXA,"Hypothermia, initial encounter",,T68.XXXA,T68,Hypothermia
9,260,Kwashiorkor,260,E40,E40,Kwashiorkor
9,0270,Listeriosis,027.0,A32.11,A32,Listeriosis
10,A327,Listerial sepsis,,A32.7,A32,Listeriosis
10,A3211,Listerial meningitis,,A32.11,A32,Listeriosis
10,A3289,Other forms of listeriosis,,A32.89,A32,Listeriosis
9,4710,Polyp of nasal cavity,471.0,J33.0,J33,Nasal polyp
9,4711,Polypoid sinus degeneration,471.1,J33.1,J33,Nasal polyp
9,4718,Other polyp of sinus,471.8,J33.8,J33,Nasal polyp
9,4719,Unspecified nasal polyp,471.9,J33.9,J33,Nasal polyp
10,J330,Polyp of nasal cavity,,J33.0,J33,Nasal polyp
10,J338,Other polyp of sinus,,J33.8,J33,Nasal polyp
10,J339,"Nasal polyp, unspecified",,J33.9,J33,Nasal polyp
10,D700,Congenital agranulocytosis,,D70.0,D70,Neutropenia
10,D701,Agranulocytosis secondary to cancer chemotherapy,,D70.1,D70,Neutropenia
10,D702,Other drug-induced agranulocytosis,,D70.2,D70,Neutropenia
10,D703,Neutropenia due to infection,,D70.3,D70,Neutropenia
10,D704,Cyclic neutropenia,,D70.4,D70,Neutropenia
10,D708,Other neutropenia,,D70.8,D70,Neutropenia
10,D709,"Neutropenia, unspecified",,D70.9,D70,Neutropenia
9,28800,"Neutropenia, unspecified",288.00,D70.9,D70,Neutropenia
9,28802,Cyclic neutropenia,288.02,D70.4,D70,Neutropenia
9,28803,Drug induced neutropenia,288.03,D70.1,D70,Neutropenia
9,28804,Neutropenia due to infection,288.04,D70.3,D70,Neutropenia
9,28809,Other neutropenia,288.09,D70.8,D70,Neutropenia
10,A430,Pulmonary nocardiosis,,A43.0,A43,Nocardiosis
10,A431,Cutaneous nocardiosis,,A43.1,A43,Nocardiosis
10,A438,Other forms of nocardiosis,,A43.8,A43,Nocardiosis
10,A439,"Nocardiosis, unspecified",,A43.9,A43,Nocardiosis
9,3029,Unspecified psychosexual disorder,302.9,F65.9,F65,Paraphilias
10,F652,Exhibitionism,,F65.2,F65,Paraphilias
10,F659,"Paraphilia, unspecified",,F65.9,F65,Paraphilias
9,30289,Other specified psychosexual disorders,302.89,F65.81,F65,Paraphilias
10,F6581,Frotteurism,,F65.81,F65,Paraphilias
